"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/09/2018","48","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","48","30","28","42"
"10/10/2018","50","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","50","37","34","43"
"10/11/2018","49","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","44","49","36","36"
"10/12/2018","32","PM2.5","Diablo","04-013-4019","AQS","6","32","25","32","26"
"10/13/2018","31","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","31","9","22","23"
"10/14/2018","40","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","40","11","33","21"
"10/15/2018","41","Ozone","WEST PHOENIX","04-013-0019","AQS","5","41","18","19","32"
"10/16/2018","32","Ozone","PINAL AIR PARK","04-021-3007","AQS","5","32","19","17","22"
"10/17/2018","37","Ozone","BUCKEYE","04-013-4011","AQS","6","37","32","27","33"
"10/18/2018","42","Ozone","BUCKEYE","04-013-4011","AQS","7","42","38","26","42"
"10/19/2018","50","PM10","WEST 43RD AVENUE","04-013-4009","AQS","10","40","50","42","39"
"10/20/2018","40","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","9","40","35","29","30"
"10/21/2018","59","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","38","59","28","25"
"10/22/2018","40","NO2","Thirty-Third","04-013-4020","AQS","6","38","31","26","40"
"10/23/2018","56","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","44","56","43","33"
"10/24/2018","44","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","44","39","42","40"
"10/25/2018","49","Ozone","QUEEN VALLEY","04-021-8001","AQS","11","49","48","44","44"
"10/26/2018","57","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","11","47","53","57","56"
"10/27/2018","58","PM2.5","WEST PHOENIX","04-013-0019","AQS","16","48","44","58","54"
"10/28/2018","57","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","18","47","42","57","55"
"10/29/2018","56","PM2.5","WEST PHOENIX","04-013-0019","AQS","18","46","52","56","51"
"10/30/2018","54","PM10","WEST 43RD AVENUE","04-013-4009","AQS","15","48","54","49","39"
"10/31/2018","47","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","45","47","31","43"
"11/01/2018","58","PM10","WEST 43RD AVENUE","04-013-4009","AQS","10","45","58","55","48"
"11/02/2018","65","PM10","WEST 43RD AVENUE","04-013-4009","AQS","14","45","65","56","46"
"11/03/2018","60","PM2.5","WEST PHOENIX","04-013-0019","AQS","22","48","50","60","44"
"11/04/2018","61","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","14","61","46","60","45"
"11/05/2018","66","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","54","66","57","51"
"11/06/2018","71","PM10","WEST 43RD AVENUE","04-013-4009","AQS","15","54","71","51","49"
"11/07/2018","74","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","64","74","56","46"
"11/08/2018","70","PM10","WEST 43RD AVENUE","04-013-4009","AQS","14","61","70","55","43"
"11/09/2018","53","PM10","WEST 43RD AVENUE","04-013-4009","AQS","8","48","53","43","48"
"11/10/2018","63","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","9","54","62","63","44"
"11/11/2018","56","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","9","48","53","56","37"
"11/12/2018","60","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","44","60","35","32"
"11/13/2018","75","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","44","75","69","47"
"11/14/2018","59","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","38","59","42","42"
"11/15/2018","72","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","15","42","72","72","51"
"11/16/2018","71","PM10","WEST 43RD AVENUE","04-013-4009","AQS","19","44","71","68","48"
"11/17/2018","81","PM2.5","WEST PHOENIX","04-013-0019","AQS","27","48","60","81","48"
"11/18/2018","87","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","24","48","55","87","48"
"11/19/2018","74","PM2.5","WEST PHOENIX","04-013-0019","AQS","20","46","73","74","52"
"11/20/2018","69","PM10","WEST 43RD AVENUE","04-013-4009","AQS","19","46","69","63","51"
"11/21/2018","82","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","54","82","65","49"
"11/22/2018","107","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","17","48","58","107","43"
"11/23/2018","93","PM2.5","WEST PHOENIX","04-013-0019","AQS","16","44","59","93","45"
"11/24/2018","83","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","23","48","52","83","42"
"11/25/2018","65","PM2.5","WEST PHOENIX","04-013-0019","AQS","16","45","51","65","39"
"11/26/2018","63","PM10","STANFIELD","04-021-3008","AQS","17","44","63","60","43"
"11/27/2018","83","PM10","WEST 43RD AVENUE","04-013-4009","AQS","18","45","83","72","49"
"11/28/2018","78","PM10","WEST 43RD AVENUE","04-013-4009","AQS","20","47","78","59","48"
"11/29/2018","82","PM10","WEST 43RD AVENUE","04-013-4009","AQS","19","44","82","74","53"
"11/30/2018","45","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","13","36","22","45","36"
"12/01/2018","63","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","13","36","35","63","32"
"12/02/2018","62","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","10","40","31","62","37"
"12/03/2018","65","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","14","41","49","65","42"
"12/04/2018","70","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","18","42","60","70","50"
"12/05/2018","65","PM2.5","WEST PHOENIX","04-013-0019","AQS","20","41","54","65","60"
"12/06/2018","63","PM2.5","Diablo","04-013-4019","AQS","10","40","39","63","40"
"12/07/2018","53","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","7","35","19","53","27"
"12/08/2018","66","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","14","34","31","66","35"
"12/09/2018","107","PM2.5","WEST PHOENIX","04-013-0019","AQS","22","39","45","107","40"
"12/10/2018","67","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","19","39","55","67","41"
"12/11/2018","58","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","40","44","58","38"
"12/12/2018","67","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","23","44","52","67","34"
"12/13/2018","66","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","16","44","58","66","53"
"12/14/2018","68","PM10","WEST 43RD AVENUE","04-013-4009","AQS","22","42","68","64","40"
"12/15/2018","87","PM2.5","WEST PHOENIX","04-013-0019","AQS","27","41","58","87","41"
"12/16/2018","86","PM2.5","WEST PHOENIX","04-013-0019","AQS","22","40","52","86","37"
"12/17/2018","75","PM2.5","WEST PHOENIX","04-013-0019","AQS","24","42","65","75","42"
"12/18/2018","63","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","11","42","57","63","39"
"12/19/2018","70","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","17","40","61","70","42"
"12/20/2018","78","PM2.5","WEST PHOENIX","04-013-0019","AQS","25","42","66","78","53"
"12/21/2018","81","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","30","45","79","81","43"
"12/22/2018","85","PM2.5","WEST PHOENIX","04-013-0019","AQS","24","45","60","85","42"
"12/23/2018","91","PM2.5","WEST PHOENIX","04-013-0019","AQS","33","44","46","91","42"
"12/24/2018","126","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","24","44","63","126","48"
"12/25/2018","131","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","28","43","55","131","34"
"12/26/2018","49","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","13","42","30","49","34"
"12/27/2018","49","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","9","39","41","49","31"
"12/28/2018","50","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","9","38","40","50","36"
"12/29/2018","66","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","11","39","28","66","35"
"12/30/2018","70","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","9","41","36","70","40"
"12/31/2018","67","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","10","39","33","67","34"
