"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/09/2024","80","Ozone","DYSART","04-013-4010","AirNow",".","80","79","64","."
"10/10/2024","98","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","93","98","77","."
"10/11/2024","96","PM2.5","HIDDEN VALLEY","04-021-3015","AirNow",".","93","77","96","."
"10/12/2024","105","Ozone","Lehi Air Monitoring Station","04-013-7022","AirNow",".","105","102","73","."
"10/13/2024","87","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AirNow",".","87","80","62","."
"10/14/2024","111","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","58","111","79","."
"10/15/2024","93","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","49","93","76","."
"10/16/2024","103","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","45","103","64","."
"10/17/2024","55","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","45","55","39","."
"10/18/2024","81","PM10","BUCKEYE","04-013-4011","AirNow",".","44","81","64","."
"10/19/2024","43","PM10","PINAL AIR PARK","04-021-3007","AirNow",".","40","43","39","."
"10/20/2024","55","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","48","51","55","."
"10/21/2024","64","Ozone","NORTH PHOENIX","04-013-1004","AirNow",".","64","57","57","."
"10/22/2024","83","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","67","83","61","."
"10/23/2024","80","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","54","80","65","."
"10/24/2024","104","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","61","104","69","."
"10/25/2024","108","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","54","108","62","."
"10/26/2024","67","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","58","67","64","."
"10/27/2024","90","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","48","90","62","."
"10/28/2024","87","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","44","87","63","."
"10/29/2024","90","PM10","STANFIELD","04-021-3008","AirNow",".","47","90","62","."
"10/30/2024","60","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","46","60","55","."
"10/31/2024","74","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","47","74","58","."
"11/01/2024","80","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","49","80","74","."
"11/02/2024","65","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","48","64","65","."
"11/03/2024","45","Ozone","CAVE CREEK","04-013-4008","AirNow",".","45","32","43","."
"11/04/2024","48","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","41","35","48","."
"11/05/2024","79","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","44","79","57","."
"11/06/2024","55","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","42","53","55","."
"11/07/2024","64","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","37","50","64","."
"11/08/2024","72","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","38","59","72","."
"11/09/2024","76","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","43","58","76","."
"11/10/2024","83","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","46","51","83","."
"11/11/2024","89","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","47","80","89","."
"11/12/2024","84","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","49","84","72","."
"11/13/2024","89","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","47","89","68","."
"11/14/2024","87","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","48","87","71","."
"11/15/2024","81","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","48","81","66","."
"11/16/2024","64","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","44","44","64","."
"11/17/2024","65","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","44","38","65","."
"11/18/2024","97","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","44","97","63","."
"11/19/2024","68","PM2.5","HIDDEN VALLEY","04-021-3015","AirNow",".","44","65","68","."
"11/20/2024","79","PM2.5","DURANGO COMPLEX","04-013-9812","AirNow",".","45","79","79","."
"11/21/2024","101","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","47","101","90","."
"11/22/2024","92","PM2.5","DURANGO COMPLEX","04-013-9812","AirNow",".","46","88","92","."
"11/23/2024","106","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","54","106","87","."
"11/24/2024","97","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","49","97","77","."
"11/25/2024","86","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","44","86","66","."
"11/26/2024","107","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","41","107","67","."
"11/27/2024","85","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","35","85","66","."
"11/28/2024","79","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","42","44","79","."
"11/29/2024","94","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","40","64","94","."
"11/30/2024","75","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","43","56","75","."
"12/01/2024","93","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","44","79","93","."
"12/02/2024","103","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","44","103","84","."
"12/03/2024","111","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","47","111","74","."
"12/04/2024","100","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","47","100","90","."
"12/05/2024","86","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","44","86","81","."
"12/06/2024","86","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","44","86","74","."
"12/07/2024","77","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","41","68","77","."
"12/08/2024","84","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","46","70","84","."
"12/09/2024","86","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","46","86","78","."
"12/10/2024","56","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","42","56","39","."
"12/11/2024","102","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","41","102","90","."
"12/12/2024","85","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","40","85","74","."
"12/13/2024","84","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","44","84","73","."
"12/14/2024","89","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","43","86","89","."
"12/15/2024","112","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","44","68","112","."
"12/16/2024","88","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","44","88","87","."
"12/17/2024","106","PM2.5","DURANGO COMPLEX","04-013-9812","AirNow",".","42","106","106","."
"12/18/2024","108","PM2.5","DURANGO COMPLEX","04-013-9812","AirNow",".","44","106","108","."
"12/19/2024","123","PM10","WEST 43RD AVENUE","04-013-4009","AirNow",".","44","123","96","."
"12/20/2024","109","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","46","109","94","."
"12/21/2024","99","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","49","80","99","."
"12/22/2024","95","PM2.5","DURANGO COMPLEX","04-013-9812","AirNow",".","50","83","95","."
"12/23/2024","102","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","58","88","102","."
"12/24/2024","127","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","46","127","113","."
"12/25/2024","130","PM2.5","SOUTH PHOENIX","04-013-4003","AirNow",".","50","65","130","."
"12/26/2024","105","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","42","105","86","."
"12/27/2024","78","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","43","78","76","."
"12/28/2024","82","PM2.5","WEST PHOENIX","04-013-0019","AirNow",".","44","64","82","."
