"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/12/2017","78","PM10","DURANGO COMPLEX","04-013-9812","AQS","11","54","78","64","51"
"10/13/2017","113","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","46","113","108","42"
"10/14/2017","96","PM10","HIDDEN VALLEY","04-021-3015","AQS","20","50","96","74","46"
"10/15/2017","102","PM10","STANFIELD","04-021-3008","AQS","11","84","102","60","70"
"10/16/2017","100","PM10","STANFIELD","04-021-3008","AQS","14","61","100","90","65"
"10/17/2017","91","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","13","58","85","91","56"
"10/18/2017","109","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","11","67","81","109","63"
"10/19/2017","135","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","61","135","81","51"
"10/20/2017","98","PM10","BUCKEYE","04-013-4011","AQS","8","47","98","60","47"
"10/21/2017","126","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","49","126","99","41"
"10/22/2017","78","PM10","STANFIELD","04-021-3008","AQS","10","61","78","74","51"
"10/23/2017","100","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","48","100","67","57"
"10/24/2017","146","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","44","146","94","64"
"10/25/2017","97","PM10","Sacaton Air Monitoring Site","04-021-7001","AQS","10","51","97","57","66"
"10/26/2017","114","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","61","114","92","51"
"10/27/2017","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","48","87","71","53"
"10/28/2017","78","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","16","58","68","78","50"
"10/29/2017","97","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","18","54","73","97","50"
"10/30/2017","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","18","50","84","70","53"
"10/31/2017","69","PM10","DURANGO COMPLEX","04-013-9812","AQS","10","47","69","64","52"
"11/01/2017","68","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","10","61","68","57","40"
"11/02/2017","59","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","8","44","59","54","35"
"11/03/2017","57","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","39","57","54","38"
"11/04/2017","60","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","9","37","60","51","38"
"11/05/2017","47","PM2.5","MESA","04-013-1003","AQS","7","39","35","47","33"
"11/06/2017","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","35","87","72","38"
"11/07/2017","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","31","93","86","40"
"11/08/2017","62","PM10","STANFIELD","04-021-3008","AQS","10","38","62","53","45"
"11/09/2017","67","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","47","67","59","50"
"11/10/2017","78","PM10","STANFIELD","04-021-3008","AQS","17","50","78","74","50"
"11/11/2017","75","PM10","HIDDEN VALLEY","04-021-3015","AQS","20","49","75","65","49"
"11/12/2017","73","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","20","47","60","73","53"
"11/13/2017","130","PM10","HIDDEN VALLEY","04-021-3015","AQS","24","44","130","108","55"
"11/14/2017","132","PM10","HIDDEN VALLEY","04-021-3015","AQS","19","46","132","104","54"
"11/15/2017","97","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","45","97","94","60"
"11/16/2017","122","PM10","HIDDEN VALLEY","04-021-3015","AQS","18","45","122","113","66"
"11/17/2017","110","PM10","HIDDEN VALLEY","04-021-3015","AQS","19","43","110","77","46"
"11/18/2017","70","PM10","STANFIELD","04-021-3008","AQS","16","44","70","57","43"
"11/19/2017","67","PM2.5","JLG SUPERSITE","04-013-9997","AQS","15","44","67","67","48"
"11/20/2017","99","PM10","HIDDEN VALLEY","04-021-3015","AQS","17","43","99","72","53"
"11/21/2017","97","PM10","DURANGO COMPLEX","04-013-9812","AQS","20","42","97","83","54"
"11/22/2017","90","PM10","DURANGO COMPLEX","04-013-9812","AQS","18","41","90","74","55"
"11/23/2017","81","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","20","40","62","81","50"
"11/24/2017","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","26","42","87","77","52"
"11/25/2017","98","PM10","HIDDEN VALLEY","04-021-3015","AQS","24","48","98","70","53"
"11/26/2017","75","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","25","48","70","75","65"
"11/27/2017","101","PM10","HIDDEN VALLEY","04-021-3015","AQS","23","46","101","85","49"
"11/28/2017","113","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","16","49","113","77","56"
"11/29/2017","111","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","20","48","111","85","50"
"11/30/2017","113","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","18","39","113","84","60"
"12/01/2017","117","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","27","42","116","117","61"
"12/02/2017","94","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","23","43","84","94","50"
"12/03/2017","79","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","23","44","78","79","41"
"12/04/2017","63","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","16","44","62","63","45"
"12/05/2017","94","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","14","39","94","63","39"
"12/06/2017","75","PM10","STANFIELD","04-021-3008","AQS","16","43","75","62","46"
"12/07/2017","112","PM10","BUCKEYE","04-013-4011","AQS","9","42","112","51","44"
"12/08/2017","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","18","43","79","71","46"
"12/09/2017","88","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","25","41","83","88","39"
"12/10/2017","156","PM10","STANFIELD","04-021-3008","AQS","8","41","156","63","42"
"12/11/2017","87","PM10","WEST 43RD AVENUE","04-013-4009","AQS","24","40","87","70","57"
"12/12/2017","102","PM10","DURANGO COMPLEX","04-013-9812","AQS","26","41","102","91","63"
"12/13/2017","94","PM10","DURANGO COMPLEX","04-013-9812","AQS","20","42","94","77","63"
"12/14/2017","80","PM10","WEST 43RD AVENUE","04-013-4009","AQS","26","44","80","71","54"
"12/15/2017","68","PM10","DURANGO COMPLEX","04-013-9812","AQS","19","44","68","62","58"
"12/16/2017","94","PM10","HIDDEN VALLEY","04-021-3015","AQS","23","44","94","76","47"
"12/17/2017","71","PM2.5","WEST PHOENIX","04-013-0019","AQS","22","41","36","71","37"
"12/18/2017","71","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","15","40","42","71","45"
"12/19/2017","80","PM2.5","WEST PHOENIX","04-013-0019","AQS","20","46","51","80","46"
"12/20/2017","71","PM2.5","WEST PHOENIX","04-013-0019","AQS","17","47","44","71","47"
"12/21/2017","75","PM10","WEST 43RD AVENUE","04-013-4009","AQS","10","43","75","59","37"
"12/22/2017","66","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","16","43","56","66","44"
"12/23/2017","108","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","23","46","66","108","44"
"12/24/2017","144","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","31","47","62","144","46"
"12/25/2017","173","PM2.5","WEST PHOENIX","04-013-0019","AQS","39","48","80","173","42"
"12/26/2017","120","PM2.5","WEST PHOENIX","04-013-0019","AQS","28","47","72","120","50"
"12/27/2017","100","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","26","44","89","100","61"
"12/28/2017","86","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","26","44","78","86","53"
"12/29/2017","80","PM2.5","WEST PHOENIX","04-013-0019","AQS","27","45","75","80","54"
"12/30/2017","84","PM2.5","WEST PHOENIX","04-013-0019","AQS","33","45","63","84","54"
"12/31/2017","165","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","28","54","84","165","47"
