"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"12/13/2018","74","PM2.5","Durham Armory","37-063-0015","AQS",".","22","74"
"12/14/2018","61","PM2.5","Durham Armory","37-063-0015","AQS",".","14","61"
"12/15/2018","41","PM2.5","Durham Armory","37-063-0015","AQS",".","6","41"
"12/16/2018","42","PM2.5","Durham Armory","37-063-0015","AQS",".","7","42"
"12/17/2018","39","PM2.5","Durham Armory","37-063-0015","AQS",".","11","39"
"12/18/2018","55","PM2.5","Durham Armory","37-063-0015","AQS",".","18","55"
"12/19/2018","64","PM2.5","Durham Armory","37-063-0015","AQS",".","21","64"
"12/20/2018","53","PM2.5","Durham Armory","37-063-0015","AQS",".","12","53"
"12/21/2018","38","PM2.5","Durham Armory","37-063-0015","AQS",".","8","38"
"12/22/2018","28","PM2.5","Durham Armory","37-063-0015","AQS",".","6","28"
"12/23/2018","48","PM2.5","Durham Armory","37-063-0015","AQS",".","7","48"
"12/24/2018","52","PM2.5","Durham Armory","37-063-0015","AQS",".","9","52"
"12/25/2018","59","PM2.5","Durham Armory","37-063-0015","AQS",".","14","59"
"12/26/2018","63","PM2.5","Durham Armory","37-063-0015","AQS",".","17","63"
"12/27/2018","61","PM2.5","Durham Armory","37-063-0015","AQS",".","16","61"
"12/28/2018","39","PM2.5","Durham Armory","37-063-0015","AQS",".","8","39"
"12/29/2018","46","PM2.5","Durham Armory","37-063-0015","AQS",".","10","46"
"12/30/2018","56","PM2.5","Durham Armory","37-063-0015","AQS",".","14","56"
"12/31/2018","57","PM2.5","Durham Armory","37-063-0015","AQS",".","13","57"
