"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"12/06/2017","22","PM2.5","Durham Armory","37-063-0015","AQS",".","6","22"
"12/07/2017","38","PM2.5","Durham Armory","37-063-0015","AQS",".","7","38"
"12/08/2017","55","PM2.5","Durham Armory","37-063-0015","AQS",".","10","55"
"12/09/2017","36","PM2.5","Durham Armory","37-063-0015","AQS",".","5","36"
"12/10/2017","55","PM2.5","Durham Armory","37-063-0015","AQS",".","11","55"
"12/11/2017","58","PM2.5","Durham Armory","37-063-0015","AQS",".","15","58"
"12/12/2017","52","PM2.5","Durham Armory","37-063-0015","AQS",".","13","52"
"12/13/2017","31","PM2.5","Durham Armory","37-063-0015","AQS",".","7","31"
"12/14/2017","53","PM2.5","Durham Armory","37-063-0015","AQS",".","13","53"
"12/15/2017","59","PM2.5","Durham Armory","37-063-0015","AQS",".","22","59"
"12/16/2017","58","PM2.5","Durham Armory","37-063-0015","AQS",".","14","58"
"12/17/2017","70","PM2.5","Durham Armory","37-063-0015","AQS",".","19","70"
"12/18/2017","69","PM2.5","Durham Armory","37-063-0015","AQS",".","21","69"
"12/19/2017","62","PM2.5","Durham Armory","37-063-0015","AQS",".","19","62"
"12/20/2017","51","PM2.5","Durham Armory","37-063-0015","AQS",".","11","51"
"12/21/2017","56","PM2.5","Durham Armory","37-063-0015","AQS",".","14","56"
"12/22/2017","57","PM2.5","Durham Armory","37-063-0015","AQS",".","15","57"
"12/23/2017","53","PM2.5","Durham Armory","37-063-0015","AQS",".","12","53"
"12/24/2017","26","PM2.5","Durham Armory","37-063-0015","AQS",".","6","26"
"12/25/2017","39","PM2.5","Durham Armory","37-063-0015","AQS",".","7","39"
"12/26/2017","37","PM2.5","Durham Armory","37-063-0015","AQS",".","6","37"
"12/27/2017","52","PM2.5","Durham Armory","37-063-0015","AQS",".","9","52"
"12/28/2017","52","PM2.5","Durham Armory","37-063-0015","AQS",".","9","52"
"12/29/2017","61","PM2.5","Durham Armory","37-063-0015","AQS",".","16","61"
"12/30/2017","68","PM2.5","Durham Armory","37-063-0015","AQS",".","19","68"
"12/31/2017","43","PM2.5","Durham Armory","37-063-0015","AQS",".","6","43"
