"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"12/09/2023","19","PM10","Durham Armory","37-063-0015","AQS",".","19","."
"12/10/2023","3","PM10","Durham Armory","37-063-0015","AQS",".","3","."
"12/11/2023","6","PM10","Durham Armory","37-063-0015","AQS",".","6","."
"12/12/2023","7","PM10","Durham Armory","37-063-0015","AQS",".","7","."
"12/13/2023","12","PM10","Durham Armory","37-063-0015","AQS",".","12","."
"12/14/2023","11","PM10","Durham Armory","37-063-0015","AQS",".","11","."
"12/15/2023","59","PM2.5","Durham Armory","37-063-0015","AQS",".","14","59"
"12/16/2023","65","PM2.5","Durham Armory","37-063-0015","AQS",".","16","65"
"12/17/2023","52","PM2.5","Durham Armory","37-063-0015","AQS",".","6","52"
"12/20/2023","57","PM2.5","Durham Armory","37-063-0015","AQS",".","12","57"
"12/21/2023","63","PM2.5","Durham Armory","37-063-0015","AQS",".","18","63"
"12/22/2023","70","PM2.5","Durham Armory","37-063-0015","AQS",".","20","70"
"12/23/2023","71","PM2.5","Durham Armory","37-063-0015","AQS",".","20","71"
"12/24/2023","73","PM2.5","Durham Armory","37-063-0015","AQS",".","20","73"
"12/25/2023","69","PM2.5","Durham Armory","37-063-0015","AQS",".","18","69"
"12/26/2023","49","PM2.5","Durham Armory","37-063-0015","AQS",".","10","49"
"12/27/2023","18","PM2.5","Durham Armory","37-063-0015","AQS",".","4","18"
"12/28/2023","51","PM2.5","Durham Armory","37-063-0015","AQS",".","10","51"
"12/29/2023","55","PM2.5","Durham Armory","37-063-0015","AQS",".","13","55"
"12/30/2023","47","PM2.5","Durham Armory","37-063-0015","AQS",".","8","47"
"12/31/2023","54","PM2.5","Durham Armory","37-063-0015","AQS",".",".","54"
